companyName,aliases,country,city,diseaseFocus,productLine,productType,targetUsers,businessModel,reachabilityStatus,tier,totalScore,productProblemFit,aiProductLeverage,personalFit,outreachFeasibility,commercialSignal,aiProductOpportunity,personalFitReason,contactTargets,contactRoute,outreachOpening,productEvidenceUrl,reachabilityEvidenceUrl,restrictionReason,sourceTier,stage2OpportunityScore,stage2Categories
天津怡和嘉业医疗科技有限公司,,CN,,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5D6A46D9CFDD2650AD9CA4CBBD7F6D20,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5D6A46D9CFDD2650AD9CA4CBBD7F6D20,,stage2_auto,33,sleep_health
武汉市九头鸟医疗仪器开发有限公司,,CN,,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,,stage2_auto,35,rehabilitation
深圳京柏医疗科技股份有限公司,,CN,深圳,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055061120260430020307433,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055061120260430020307433,,stage2_auto,38,rehabilitation
深圳市亚辉龙生物科技股份有限公司,,CN,深圳,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f59cb8b-b489-41ac-8ddf-c5f2d5198b24,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f59cb8b-b489-41ac-8ddf-c5f2d5198b24,,stage2_auto,39,chronic_disease_management
深圳市伯劳特生物制品有限公司,,CN,深圳,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,,stage2_auto,39,chronic_disease_management
瑞海胜（厦门）康复用品有限公司,,CN,,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975872081720202603040234192,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975872081720202603040234192,,stage2_auto,41,rehabilitation
美敦力糖尿病科技（成都）有限公司,,CN,成都,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,57,18,13,14,7,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,,stage2_auto,39,chronic_disease_management
上海微创医疗机器人（集团）股份有限公司,,CN,上海,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,,stage2_auto,34,remote_patient_monitoring
上海远心医疗科技有限公司,,CN,上海,metabolic_cardiovascular,remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,,stage2_auto,48,remote_patient_monitoring; samd
北京新网医讯技术有限公司,,CN,北京,metabolic_cardiovascular,remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,,stage2_auto,48,remote_patient_monitoring; samd
北京锐视康科技发展有限公司,,CN,北京,metabolic_cardiovascular,remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,,stage2_auto,47,remote_patient_monitoring; samd
合肥合滨智能机器人有限公司,,CN,,metabolic_cardiovascular; platform_chronic_care,clinical_workflow; remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545144001620240327110556534,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545144001620240327110556534,,stage2_auto,54,clinical_workflow; remote_patient_monitoring
广西雅斯生物科技有限公司,,CN,,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,,stage2_auto,32,remote_patient_monitoring
景昱医疗科技（苏州）股份有限公司,,CN,,metabolic_cardiovascular; platform_chronic_care,clinical_workflow; online_consultation; remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,,stage2_auto,65,clinical_workflow; online_consultation; remote_patient_monitoring; samd
深圳市美连医疗电子股份有限公司,,CN,深圳,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,,stage2_auto,33,remote_patient_monitoring
深圳星康医疗科技有限公司,,CN,深圳,metabolic_cardiovascular; platform_chronic_care,clinical_workflow; remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697521590151720260512042339217,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697521590151720260512042339217,,stage2_auto,64,clinical_workflow; remote_patient_monitoring; samd
湖南朗开医疗科技有限公司,,CN,,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697725918018420240314040805176,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697725918018420240314040805176,,stage2_auto,36,remote_patient_monitoring
维斯安（北京）医疗器械有限公司,,CN,北京,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=3adb79ab002c4672af6070c9f3c1cf7b,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=3adb79ab002c4672af6070c9f3c1cf7b,,stage2_auto,34,remote_patient_monitoring
辽宁迪浩生物科技有限公司,,CN,,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,56,18,17,11,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a66841e0-6ec2-410b-aeec-aa0aea963e57,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a66841e0-6ec2-410b-aeec-aa0aea963e57,,stage2_auto,33,remote_patient_monitoring
"ACON Laboratories, Inc.",,US,San Diego,metabolic_cardiovascular,chronic_disease_management; remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,55,18,17,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,global remote not confirmed under strict policy,stage2_auto,61,chronic_disease_management; remote_patient_monitoring; samd
"Agamatrix, Inc.",,US,Salem,metabolic_cardiovascular,chronic_disease_management; remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,55,18,17,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,global remote not confirmed under strict policy,stage2_auto,61,chronic_disease_management; remote_patient_monitoring; samd
Prosomnus Sleep Technologies,,US,Pleasanton,metabolic_cardiovascular; mental_sleep_comorbidity,remote_patient_monitoring; sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,55,18,17,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,global remote not confirmed under strict policy,stage2_auto,38,remote_patient_monitoring; sleep_health
亳州融健医疗用品有限公司,,CN,,chronic_pain_msk,rehabilitation; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,,stage2_auto,39,rehabilitation; samd
徐州市科健高新技术有限公司,,CN,,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,,stage2_auto,30,chronic_disease_management
河北深灵医疗科技有限公司,,CN,,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,,stage2_auto,21,sleep_health
海南齐佳智能科技有限公司,,CN,,chronic_pain_msk; mental_sleep_comorbidity,mental_health; rehabilitation; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,,stage2_auto,48,mental_health; rehabilitation; samd
海口安至科技有限公司,,CN,,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,,stage2_auto,21,sleep_health
深圳市昭蓝生物科技有限公司,,CN,深圳,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,,stage2_auto,31,chronic_disease_management
深圳市艾利特医疗科技有限公司,,CN,深圳,mental_sleep_comorbidity,mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,,stage2_auto,32,mental_health
赛尔生物,,CN,,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,,stage2_auto,30,chronic_disease_management
长沙奥科维电子有限公司,,CN,,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,55,18,13,14,7,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,,stage2_auto,32,chronic_disease_management
"Dexcom, Inc.",DEXCOM INC,US,San Diego,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,54,18,17,11,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,global remote not confirmed under strict policy,stage2_auto,39,remote_patient_monitoring
Doctolib,,FR,Paris,metabolic_cardiovascular; platform_chronic_care,online_consultation; remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,54,18,17,11,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://connect.doctolib.com/about-doctolib,https://www.doctolib.fr/,global remote not confirmed under strict policy,stage2_auto,56,online_consultation; remote_patient_monitoring
Hewlett-Packard GmbH,Hewlett-Packard Co.,DE,Boeblingen,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,54,18,17,11,3,5,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,global remote not confirmed under strict policy,stage2_auto,38,remote_patient_monitoring
健客,健客网; Jianke,CN,广州,platform_chronic_care,internet_healthcare; pharmacy_ecommerce,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,54,13,17,11,10,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.jianke.com/,https://www.jianke.com/,,stage2_auto,44,internet_healthcare; pharmacy_ecommerce
微脉,Weimai,CN,杭州,platform_chronic_care,health_management_platform; internet_healthcare; patient_engagement,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,china_local_reachable,D,54,13,17,11,10,3,"AI patient engagement, clinical workflow and follow-up automation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想探讨慢病患者管理和医疗工作流中的 AI agent 产品机会。,https://www.myweimai.com/,https://www.myweimai.com/,,stage2_auto,47,health_management_platform; internet_healthcare; patient_engagement
Akili,Akili Interactive; Akili Interactive Labs; EndeavorRx,US,Boston,mental_sleep_comorbidity,digital_therapeutics; mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,53,18,13,14,3,5,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://dtxalliance.org/members/akili-interactive/,https://www.akiliinteractive.com/,global remote not confirmed under strict policy,stage2_auto,42,digital_therapeutics; mental_health
