companyName,productName,productType,sourceType,sourceUrl,categories,productAiFitScore,expectedMarketLiftScore,implementationComplexityScore,complianceRiskScore,priorityScore,aiOpportunity
"Arkray Factory USA, Inc.",ARKRAY DIABETES DATA MANAGEMENT SOFTWARE (SMBG VIEWER),samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,samd; chronic_disease_management,11,8,4,7,15,慢病管理 AI 教练与个性化随访
"Bayer Healthcare, LLC",GLUCOFACTS EXPRESS DIABETES MANAGEMENT SOFTWARE,samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,samd; chronic_disease_management,11,8,4,7,15,慢病管理 AI 教练与个性化随访
"Lifescan, Inc.",IN TOUCH DIABETES MANAGEMENT SOFTWARE,samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K984527,samd; chronic_disease_management,11,8,4,7,15,慢病管理 AI 教练与个性化随访
"Lifescan, Inc.",ONETOUCH REVEAL DIABETES MANAGEMENT APPLICATION,samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,samd; chronic_disease_management,11,8,4,7,15,慢病管理 AI 教练与个性化随访
mySugr,mySugr,samd_or_medical_software,round2_company_site,https://www.mysugr.com/en,samd; chronic_disease_management,11,8,4,5,15,慢病管理 AI 教练与个性化随访
上海镜影信息科技有限公司,电子支气管镜影像辅助质控软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044001020260417012010264,samd,5,14,4,7,15,远程监测风险分层与异常预警; 医生工作流、病历摘要和临床文档自动化
上海镜影信息科技有限公司,电子鼻咽喉镜影像辅助质控软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044000320260416053639337,samd,5,14,4,7,15,远程监测风险分层与异常预警; 医生工作流、病历摘要和临床文档自动化
亳州融健医疗用品有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
华思（天津）医疗健康管理有限公司,心肺数据管理软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953602620241218023219173,samd; health_management_platform,5,14,4,7,15,远程监测风险分层与异常预警
圆心科技,圆心科技,digital_health_or_medical_device_software,round2_seed,https://www.yuanxin.com/,pharmacy_ecommerce; health_management_platform; patient_engagement,10,5,0,0,15,用药咨询、处方/复购推荐和药事服务自动化; 患者互动、留存和健康行为 nudging
思派健康,思派健康,digital_health_or_medical_device_software,round2_seed,https://www.medbanks.cn/,pharmacy_ecommerce; health_management_platform; patient_engagement,10,5,0,0,15,用药咨询、处方/复购推荐和药事服务自动化; 患者互动、留存和健康行为 nudging
武汉市九头鸟医疗仪器开发有限公司,男性性功能康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
武汉市九头鸟医疗仪器开发有限公司,男性性功能康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329203420260418111121270,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554101862026041703374918,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554101932026041703374919,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102092026041703374920,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102162026041703374921,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102232026041703374922,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102302026041703374923,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102472026041703374924,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102542026041703374925,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102612026041703374926,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102782026041703374927,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102852026041703374928,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102922026041703374929,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103082026041703374930,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103152026041703374931,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103222026041703374932,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103392026041703374933,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103462026041703374934,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103532026041703374935,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103602026041703374936,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103772026041703374937,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103842026041703374938,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103912026041703374939,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104072026041703374940,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104142026041703374941,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104212026041703374942,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104382026041703374943,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104452026041703374944,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104522026041703374945,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104692026041703374946,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104762026041703374947,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104832026041703374948,mental_health,10,8,2,5,15,心理/睡眠分层干预与对话式支持
深圳京柏医疗科技股份有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055061120260430020307433,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
深圳京柏医疗科技股份有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055062820260430021227521,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
深圳京柏医疗科技股份有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055063520260430021753276,rehabilitation,10,8,2,5,15,康复计划生成、动作/依从性反馈与 care manager copilot
纳龙健康科技股份有限公司,中央监护系统软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697614113021720260424044847289,samd,5,14,4,7,15,远程监测风险分层与异常预警
纳龙健康科技股份有限公司,影像档案传输处理系统软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697614113017020260424042209895,samd,5,14,4,7,15,远程监测风险分层与异常预警
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=273c8003f6164690916f8a3fdc31996c,samd,5,14,4,7,15,远程监测风险分层与异常预警
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=aca22e4b290d4bc6beb18a4f6809902f,samd,5,14,4,7,15,远程监测风险分层与异常预警
长沙爱孕记医疗科技有限公司,产前超声影像传输处理软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=cacdbf8172a447d59acf6e9879dfee62,samd,5,14,4,7,15,远程监测风险分层与异常预警
"Argus Cognitive, Inc.",Argus Cognitive ReVISION Software,samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,samd; mental_health,10,8,4,7,14,心理/睡眠分层干预与对话式支持
"Mahana Therapeutics, Inc.",Mahana Parallel Digital Cognitive Behavioral Therapy (CBT) Mobile Application for Irritable Bowel Syndrome (IBS),samd_or_medical_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,samd; mental_health,10,8,4,7,14,心理/睡眠分层干预与对话式支持
广州安必平医药科技股份有限公司,慢性淋巴细胞白血病染色体及基因异常探针试剂（原位杂交法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=6558657301A45FE7403F711B542256B7,clinical_workflow; samd,13,7,8,7,14,医生工作流、病历摘要和临床文档自动化
广州安必平医药科技股份有限公司,慢性淋巴细胞白血病染色体及基因异常检测试剂盒（原位杂交法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=E81B9B9654066CCE632B38DD691D1997,clinical_workflow; samd,13,7,8,7,14,医生工作流、病历摘要和临床文档自动化
"Adsis , Ltd.",REMOTE PRESENCE AND CARE SYSTEM (RPCS 5000),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K010791,,5,9,0,2,13,医疗软件 AI 增强
"Big Health, Inc.",Daylight,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233872,digital_therapeutics; mental_health; sleep_health,10,8,6,7,13,心理/睡眠分层干预与对话式支持
"Broncus Technologies, Inc.",LUNGPOINT VIRTUAL BRONCHOSCOPIC NAVIGATION VBN SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090095,,5,9,0,2,13,医疗软件 AI 增强
"Catheter Robotics, Inc.",AMIGO REMOTE CATHETER SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140009,,5,9,0,2,13,医疗软件 AI 增强
"Image-Guided Neurologics, Inc.","REMOTE INTRODUCER, MODEL PI-1000",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990907,,5,9,0,2,13,医疗软件 AI 增强
Mindmaze SA,MindMotion(TM) GO,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173931,digital_therapeutics; rehabilitation; samd,10,8,6,7,13,康复计划生成、动作/依从性反馈与 care manager copilot
Mindmaze SA,MindMotionPRO,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K162748,digital_therapeutics; rehabilitation; samd,10,8,6,7,13,康复计划生成、动作/依从性反馈与 care manager copilot
mySugr,mySugr,samd_or_medical_software,round2_seed,https://www.mysugr.com/,samd; chronic_disease_management,11,6,4,5,13,慢病管理 AI 教练与个性化随访
"Power Medical Interventions, Inc.",SURGASSIST SYSTEM; WIRELESS REMOTE CONTROL (COMPONENT); WIRED REMOTE CONTROL,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K020343,,5,9,0,2,13,医疗软件 AI 增强
"Signifier Medical Technologies, Ltd.",eXciteOSA without remote control (3000);  eXciteOSA with remote control (6000),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223446,,5,9,0,2,13,医疗软件 AI 增强
Voluntis Sa.,Theraxium,samd_or_medical_software,round2_company_site,https://aptardigitalhealth.com/,samd,5,13,6,5,13,慢病管理 AI 教练与个性化随访
"Widex Hearing Aid Co., Inc.",WIDEX BTE HEARING AID MODEL Q16 WITH REMOTE,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897033,,5,9,0,2,13,医疗软件 AI 增强
健康160,健康160,samd_or_medical_software,round2_seed,https://www.91160.com/,samd; internet_healthcare,5,12,4,5,13,在线问诊分诊、问答和医患服务自动化
上海联影智能科技股份有限公司,肺结节CT图像辅助诊断软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760073920260413112825851,samd; clinical_workflow,13,7,10,10,12,医生工作流、病历摘要和临床文档自动化; 患者互动、留存和健康行为 nudging
广州安必平医药科技股份有限公司,宫颈细胞数字病理图像辅助诊断软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694850093468220260509111140206,samd; clinical_workflow,13,7,10,10,12,医生工作流、病历摘要和临床文档自动化
成都尚医信息科技有限公司,R Plus Health; 术康,samd_or_medical_software,round2_seed,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,samd; rehabilitation,10,6,4,5,12,康复计划生成、动作/依从性反馈与 care manager copilot
 江西维德医疗健康管理有限公司,一次性医用防护服,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360995510202404121206390,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
 江西维德医疗健康管理有限公司,医用防护口罩,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360996036202404121206310,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
"Ali-Oop Co., Inc.",DEVICE FOR REPOSITIONING A BET PATIENT,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813356,,5,7,0,2,11,医疗软件 AI 增强
"Clinical Information Systems, Inc.",MODEL IDS640 PATIENT DATA DISPLAY & STORAGE MONIT.,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K882352,,5,7,0,2,11,医生工作流、病历摘要和临床文档自动化
"Daesung America Co., Inc.",TIGER PATIENT EXAM GLOVES,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892978,,5,7,0,2,11,医疗软件 AI 增强
"Erbe USA, Inc.",DISPOSABLE PATIENT RETURN ELECTRODE,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972269,,5,7,0,2,11,医疗软件 AI 增强
"Marquette Electronics, Inc.",EAGLE 4000 PATIENT MONITOR,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964750,,5,7,0,2,11,远程监测风险分层与异常预警
"Mortara Instrument, Inc.",MORTARA SURVEYOR PATIENT MONITOR,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123556,,5,7,0,2,11,远程监测风险分层与异常预警
Shangdong Zibo Shanchuan Medical Instruments Co.,"POWDER-FREE, YELLOW VINYL PATIENT EXAMINATION GLOVES",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092000,,5,7,0,2,11,医疗软件 AI 增强
"Sterigard, Inc.","LATEX PATIENT EXAMINATION GLOVES, HYPOALLERGENIC",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912083,,5,7,0,2,11,医疗软件 AI 增强
Tornier S.A.S.,BLUEPRINT Patient Specific Instrumentation,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232265,,5,7,0,2,11,医疗软件 AI 增强
"Zdi, Solutions, LLC","Z-Box/Z-Tilt Breast and Thoracic Positioning Device, Z-Square Indexing System, Z-Foam, Z-Bar Index Bar, Z-Pulls Patient Hand Grip Overlay",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K162002,,5,7,0,2,11,医疗软件 AI 增强
卓越星河健康管理（南京）有限公司,牙周用透明质酸凝胶,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=f2e611e507d74fe69f35c0dca18622b4,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
卓越星河健康管理（南京）有限公司,牙周用透明质酸溶液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b3f48fe79015490d99c46888a74af1fc,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f088f9d-ff2a-495e-b20b-6004c2213d40,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13762f50-3526-4193-a68e-d59e7eaf846f,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5766bb42-6fbf-4252-b655-7ebe9a273716,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=be97e3bd-69a6-4f7e-9b54-3a21e78326b7,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=df8a7ce3-93a2-4804-873a-31fe0eebc17c,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=76c1515f-b5ae-4c1f-a2b9-d508d66922ad,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=51b42893-ae70-4d49-b9e0-7efae3c882fe,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4fc2abce-48d5-4a21-9a85-511cc0503447,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=70ccb72c-9042-4fd4-b63b-99895b973a95,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=cab332d2-3976-48f0-b53c-4653d5624176,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=d2504167-52e9-4da5-9901-4405ce76e565,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0aed2f55-f51a-490b-bc5c-32abdcce84ac,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749104120220415105508034,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749105820220415105813032,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749106520220415110053364,health_management_platform,5,7,0,2,11,医疗软件 AI 增强
